MACHINENAME,FACTORYNAME,PMS_MACHINEGROUPNAME,AREANAME,SUPERMACHINENAME,DESCRIPTION
A1SPT08_SP1_LL2,ARRAY,,BA1SPT01,A1SPT08_SP1,Load Lock 2#
A1SPT08_SP1_RT1,ARRAY,,BA1SPT01,A1SPT08_SP1,Index Robot
A1SPT08_SP1,ARRAY,,BA1SPT01,A1SPT08,Sputter成膜设备 8#Sputter
A1ETC03,ARRAY,GA1ETC01,BA1ETS02,,湿刻设备3#
A1ETC03_ET1,ARRAY,,BA1ETS02,A1ETC03,Index/Wet Etch
F1OCL01_LD1_PT3,CF,,BF1OCL01,F1OCL01_LD1,port 3#
F1OCL01_LD1_PT4,CF,,BF1OCL01,F1OCL01_LD1,port 4#
A1ETC03_ET1_ET1,ARRAY,,BA1ETS02,A1ETC03_ET1,Etch 1#
A1ETC03_ET1_DR1,ARRAY,,BA1ETS02,A1ETC03_ET1,Rinse 1#
F1OCL01_LD1_PT5,CF,,BF1OCL01,F1OCL01_LD1,port 5#
A1DRE02_DE3,ARRAY,,BA1DRE01,A1DRE02,Chamber 3#
A1DRE02_LD1_PT3,ARRAY,,BA1DRE01,A1DRE02_LD1,Port 3#
A1DRE02_LD1_PT4,ARRAY,,BA1DRE01,A1DRE02_LD1,Port 4#
A1ANN03_OV1_OV1,ARRAY,,BA1INS04,A1ANN03_OV1,Oven A
C1RUB01_LD1_PT1,CELL,,BC1RUB01,C1RUB01_LD1,In Port#1
A1ANN03_OV1_PT1,ARRAY,,BA1INS04,A1ANN03_OV1,Port 1#
A1ANN03_OV1_PT2,ARRAY,,BA1INS04,A1ANN03_OV1,Port 2#
A1ANN03_OV1_RT2,ARRAY,,BA1INS04,A1ANN03_OV1,Oven Robot(in)
A1ANN03_OV1_RT3,ARRAY,,BA1INS04,A1ANN03_OV1,Oven Robot(Out)
A1ANN03_OV1_ST1,ARRAY,,BA1INS04,A1ANN03_OV1,In Stage
F1OCL01_LD1_PT6,CF,,BF1OCL01,F1OCL01_LD1,port 6#
C1RUB01_LD1_PT2,CELL,,BC1RUB01,C1RUB01_LD1,In Port#2
C1RUB01_LD1_PT3,CELL,,BC1RUB01,C1RUB01_LD1,In Port#3
C1RUB01_LD1_PT4,CELL,,BC1RUB01,C1RUB01_LD1,In Port#4
C1RUB01_UD1_PT1,CELL,,BC1RUB01,C1RUB01_UD1,Out Port#1
C1RUB01_UD1_PT2,CELL,,BC1RUB01,C1RUB01_UD1,Out Port#2
C1RUB01_UD1_PT3,CELL,,BC1RUB01,C1RUB01_UD1,Out Port#3
C1RUB01_UD1_PT4,CELL,,BC1RUB01,C1RUB01_UD1,Out Port#4
C1RUB01_UD1_PT5,CELL,,BC1RUB01,C1RUB01_UD1,Out Port#5
F1PSH01_LD1_PT1,CF,,BF1INS03,F1PSH01_LD1,Port 1
C1PIL01_CR4_RT1,CELL,,BC1PIL01,C1PIL01_CR4,Main Cure Robot Alarm
C1PIL01_CR4_OV1,CELL,,BC1PIL01,C1PIL01_CR4,Main Cure  Furnace
A1PHT04_DV1_LA1,ARRAY,,BA1PHT01,A1PHT04_DV1,Glass Out
A1PHT04_BF1,ARRAY,,BA1PHT01,A1PHT04,Buffer
A1PHT04_BF1_LA1,ARRAY,,BA1PHT01,A1PHT04_BF1,Glass out(Turn)
A1PHT04_BF1_UA1,ARRAY,,BA1PHT01,A1PHT04_BF1,Glass in(Turn)
A1PHT04_BF1_EE1,ARRAY,,BA1PHT01,A1PHT04_BF1,EE
A1PHT04_BF1_EX1,ARRAY,,BA1PHT01,A1PHT04_BF1,Exposure
A1PHT04_DV1_UA1,ARRAY,,BA1PHT01,A1PHT04_DV1,Glass in
A1PHT04_DV1_OV1,ARRAY,,BA1PHT01,A1PHT04_DV1,AHP(5-2)
A1PHT04_DV1_OV2,ARRAY,,BA1PHT01,A1PHT04_DV1,AHP(5-3)
A1PHT04_DV1_OV3,ARRAY,,BA1PHT01,A1PHT04_DV1,TS COL(5-4)
A1PHT04_DV1_OV4,ARRAY,,BA1PHT01,A1PHT04_DV1,AHP(5-5)
A1PHT04_DV1_OV5,ARRAY,,BA1PHT01,A1PHT04_DV1,AHP(5-6)
A1PHT04_DV1_OV6,ARRAY,,BA1PHT01,A1PHT04_DV1,COOL(5-7)
A1PHT04_DV1_BF1,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-8)
A1PHT04_DV1_BF2,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-9)
A1PHT04_DV1_BF3,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-10)
A1PHT04_DV1_BF4,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-11)
A1PHT04_DV1_BF5,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-12)
A1PHT04_DV1_BF6,ARRAY,,BA1PHT01,A1PHT04_DV1,PSTAGE(5-13)
F1PSH01_LD1_PT2,CF,,BF1INS03,F1PSH01_LD1,Port 2
A1PHT04_MK1,ARRAY,,BA1PHT01,A1PHT04,mask
A1PHT04_MK1_MK1,ARRAY,,BA1PHT01,A1PHT04_MK1,mask
A1PHT03_BF1,ARRAY,,BA1PHT01,A1PHT03,Buffer
A1PHT03_AI1_UA1,ARRAY,,BA1PHT01,A1PHT03_AI1,glass in
A1PHT03_AI1_LA1,ARRAY,,BA1PHT01,A1PHT03_AI1,glass out
A1PHT03_DV1_LA1,ARRAY,,BA1PHT01,A1PHT03_DV1,Glass Out
F1PSH01_LD1_PH1,CF,,BF1INS03,F1PSH01_LD1,Main EQ
A1PCL04_CL1_PT1,ARRAY,,BA1SPT02,A1PCL04_CL1,Port 1#
F1MCR04_MI1_MI1,CF,,BF1INS01,F1MCR04_MI1,MICRO
F1RGB01_LD3_PT1,CF,,BF1RGB01,F1RGB01_LD3,Port 1#
F1RGB01_LD3_PT2,CF,,BF1RGB01,F1RGB01_LD3,Port 2#
F1RGB01_LD3_PT3,CF,,BF1RGB01,F1RGB01_LD3,Port 3#
F1RGB01_LD3_PT4,CF,,BF1RGB01,F1RGB01_LD3,Port 4#
F1RGB01_LD3_PT5,CF,,BF1RGB01,F1RGB01_LD3,Port 5#(Disable)
F1RGB01_LD3_PT6,CF,,BF1RGB01,F1RGB01_LD3,Port 6#
F1RGB01_LD3_PT7,CF,,BF1RGB01,F1RGB01_LD3,Port 7#
F1RGB01_LD2_PT1,CF,,BF1RGB01,F1RGB01_LD2,Port 1#
F1RGB01_LD2_PT2,CF,,BF1RGB01,F1RGB01_LD2,Port 2#
F1RGB01_LD2_PT3,CF,,BF1RGB01,F1RGB01_LD2,Port 3#
F1RGB01_LD2_PT4,CF,,BF1RGB01,F1RGB01_LD2,Port 4#
F1RGB01_LD4_PT4,CF,,BF1RGB01,F1RGB01_LD4,Port 4#
F1RGB01_LD5_PT1,CF,,BF1RGB01,F1RGB01_LD5,Port 1#
F1RGB01_LD4_PT3,CF,,BF1RGB01,F1RGB01_LD4,Port 3#
F1RGB01_LD5_PT2,CF,,BF1RGB01,F1RGB01_LD5,Port 2#
F1RGB01_LD5_PT3,CF,,BF1RGB01,F1RGB01_LD5,Port 3#
F1RGB01_LD5_PT4,CF,,BF1RGB01,F1RGB01_LD5,Port 4#
F1RGB01_LD6_PT1,CF,,BF1RGB01,F1RGB01_LD6,Port 1#
F1RGB01_LD6_PT2,CF,,BF1RGB01,F1RGB01_LD6,Port 2#
F1RGB01_LD6_PT3,CF,,BF1RGB01,F1RGB01_LD6,Port 3#
F1RGB01_LD6_PT4,CF,,BF1RGB01,F1RGB01_LD6,Port 4#
F1RGB01_LD7_PT1,CF,,BF1RGB01,F1RGB01_LD7,Port 1#
F1RGB01_LD7_PT2,CF,,BF1RGB01,F1RGB01_LD7,Port 2#
F1RGB01_LD7_PT3,CF,,BF1RGB01,F1RGB01_LD7,Port 3#
F1RGB01_LD7_PT4,CF,,BF1RGB01,F1RGB01_LD7,Port 4#
A1ETC03_ET1_DR2,ARRAY,,BA1ETS02,A1ETC03_ET1,UTRN 1#
A1PHT08_CL1_BF5,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-12)
A1PHT08_CL1_BF6,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-13)
A1PHT08_CL1_SH1,ARRAY,,BA1PHT03,A1PHT08_CL1,Shuttle(2-14)
A1PHT08_CT1_LA1,ARRAY,,BA1PHT03,A1PHT08_CT1,Glass out
A1PHT08_CT1_UA1,ARRAY,,BA1PHT03,A1PHT08_CT1,Glass in(SSDPER)
A1PHT08_CT1_OV1,ARRAY,,BA1PHT03,A1PHT08_CT1,AHP(3-2)
A1PHT08_CT1_OV2,ARRAY,,BA1PHT03,A1PHT08_CT1,AHP(3-3)
A1PHT08_CT1_OV4,ARRAY,,BA1PHT03,A1PHT08_CT1,AHP(3-5)
A1PHT10_DV1_OV4,ARRAY,,BA1PHT03,A1PHT10_DV1,AHP(5-5)
A1PHT10_DV1_OV5,ARRAY,,BA1PHT03,A1PHT10_DV1,AHP(5-6)
A1PHT10_DV1_OV6,ARRAY,,BA1PHT03,A1PHT10_DV1,COOL(5-7)
A1PHT10_DV1_BF1,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-8)
A1PHT10_DV1_BF2,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-9)
A1PHT10_DV1_BF3,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-10)
A1PHT10_DV1_BF4,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-11)
A1PHT10_DV1_BF5,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-12)
A1PHT10_DV1_BF6,ARRAY,,BA1PHT03,A1PHT10_DV1,PSTAGE(5-13)
A1PHT10_DV1_IN1,ARRAY,,BA1PHT03,A1PHT10_DV1,Inspection（5-14）
A1PHT10_TL1,ARRAY,,BA1PHT03,A1PHT10,TL
A1PHT10_TL1_TL1,ARRAY,,BA1PHT03,A1PHT10_TL1,TL
A1PHT01_BF1_UA1,ARRAY,,BA1PHT01,A1PHT01_BF1,Glass in(Turn)
A1PHT01_BF1_EE1,ARRAY,,BA1PHT01,A1PHT01_BF1,EE
A1PHT01_BF1_EX1,ARRAY,,BA1PHT01,A1PHT01_BF1,Exposure
A1PHT01_DV1_LA1,ARRAY,,BA1PHT01,A1PHT01_DV1,Glass Out
A1PHT01_DV1_UA1,ARRAY,,BA1PHT01,A1PHT01_DV1,Glass in
A1PHT01_DV1_OV1,ARRAY,,BA1PHT01,A1PHT01_DV1,AHP(5-2)
A1PHT01_DV1_OV2,ARRAY,,BA1PHT01,A1PHT01_DV1,AHP(5-3)
A1PHT01_DV1_OV3,ARRAY,,BA1PHT01,A1PHT01_DV1,TS COL(5-4)
A1PHT01_DV1_OV4,ARRAY,,BA1PHT01,A1PHT01_DV1,AHP(5-5)
A1PHT01_DV1_OV5,ARRAY,,BA1PHT01,A1PHT01_DV1,AHP(5-6)
A1PHT01_DV1_OV6,ARRAY,,BA1PHT01,A1PHT01_DV1,COOL(5-7)
A1PHT01_DV1_BF1,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-8)
A1PHT01_DV1_BF2,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-9)
A1PHT01_DV1_BF3,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-10)
A1PHT01_DV1_BF4,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-11)
A1PHT01_DV1_BF5,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-12)
A1PHT01_DV1_BF6,ARRAY,,BA1PHT01,A1PHT01_DV1,PSTAGE(5-13)
A1PHT01_DV1_IN1,ARRAY,,BA1PHT01,A1PHT01_DV1,Inspection（5-14）
A1PHT01_TL1,ARRAY,,BA1PHT01,A1PHT01,TL
A1PHT01_TL1_TL1,ARRAY,,BA1PHT01,A1PHT01_TL1,TL
C1ODF01_UV1,CELL,Y,BC1ODF01,C1ODF01,UV 1
A1ETS03_ES1_RT1,ARRAY,,BA1ETS01,A1ETS03_ES1,Index Robot
A1ETS03_ES1_CY1,ARRAY,,BA1ETS01,A1ETS03_ES1,EN CV
A1ETS03_ES1_CY2,ARRAY,,BA1ETS01,A1ETS03_ES1,BF CV
A1ETS03_ES1_CY3,ARRAY,,BA1ETS01,A1ETS03_ES1,NT CV
A1ETS03_ES1_ET2,ARRAY,,BA1ETS01,A1ETS03_ES1,ETCH 2#
A1ETS03_ES1_ET3,ARRAY,,BA1ETS01,A1ETS03_ES1,ETCH 3#
A1ETS03_ES1_ET4,ARRAY,,BA1ETS01,A1ETS03_ES1,ETCH 4#
A1ETS03_ES1_DR3,ARRAY,,BA1ETS01,A1ETS03_ES1,Rinse 3#
A1ETS03_ES1_AK1,ARRAY,,BA1ETS01,A1ETS03_ES1,A/K
A1ETS03_ES1_CY4,ARRAY,,BA1ETS01,A1ETS03_ES1,BF CV
A1ETS03_ES1_CY5,ARRAY,,BA1ETS01,A1ETS03_ES1,EX CV
A1ETS03_ES1_CY6,ARRAY,,BA1ETS01,A1ETS03_ES1,TURN 1#
A1ETS03_ES1_CY7,ARRAY,,BA1ETS01,A1ETS03_ES1,TURN 2#
A1ETS03_ES1_CY8,ARRAY,,BA1ETS01,A1ETS03_ES1,TURN 3#
A1ETS03_ES1_ET5,ARRAY,,BA1ETS01,A1ETS03_ES1,PRE WET
A1ETS03_ES1_SR2,ARRAY,,BA1ETS01,A1ETS03_ES1,Strip 2#
A1ETS03_ES1_SR3,ARRAY,,BA1ETS01,A1ETS03_ES1,Strip 3#
A1ETS03_ES1_SR4,ARRAY,,BA1ETS01,A1ETS03_ES1,Strip 4#
A1ETS03_ES1_DR4,ARRAY,,BA1ETS01,A1ETS03_ES1,Rinse 1#
A1ETS03_ES1_DR5,ARRAY,,BA1ETS01,A1ETS03_ES1,Rinse 2#
A1ETS03_ES1_AK2,ARRAY,,BA1ETS01,A1ETS03_ES1,A/K
A1ETS03_ES1_CY9,ARRAY,,BA1ETS01,A1ETS03_ES1,NT CV
A1ETS03_ES1_CYA,ARRAY,,BA1ETS01,A1ETS03_ES1,EX CV
A1STP03_SR1_RT1,ARRAY,,BA1ETS03,A1STP03_SR1,Index Robot
A1STP03_SR1_CY1,ARRAY,,BA1ETS03,A1STP03_SR1,EN C/V
A1STP03_SR1_SR2,ARRAY,,BA1ETS03,A1STP03_SR1,HP STRIP 2
A1STP03_SR1_SR3,ARRAY,,BA1ETS03,A1STP03_SR1,HP STRIP 3
A1STP03_SR1_SR4,ARRAY,,BA1ETS03,A1STP03_SR1,STRIP 4
A1STP03_SR1_CY2,ARRAY,,BA1ETS03,A1STP03_SR1,TURN 1
A1STP03_SR1_CY3,ARRAY,,BA1ETS03,A1STP03_SR1,TURN 2
A1STP03_SR1_CY4,ARRAY,,BA1ETS03,A1STP03_SR1,TURN 3
A1STP03_SR1_CY5,ARRAY,,BA1ETS03,A1STP03_SR1,HP B-JET
A1STP03_SR1_AK1,ARRAY,,BA1ETS03,A1STP03_SR1,AIR KNIFE
A1STP03_SR1_BF1,ARRAY,,BA1ETS03,A1STP03_SR1,BUFFER
A1CCL01_CL1,ARRAY,,BA1INS02,A1CCL01,清洗单元1#
A1CCL01_CL2,ARRAY,,BA1INS02,A1CCL01,清洗单元2#
A1CCL01_CL3,ARRAY,,BA1INS02,A1CCL01,清洗单元3#
A1REP06_LD1,ARRAY,,BA1INS01,A1REP06, Index
A1REP07_LD1,ARRAY,,BA1INS01,A1REP07, Index
A1REP06_RP1,ARRAY,,BA1INS01,A1REP06,Repair
A1REP07_RP1,ARRAY,,BA1INS01,A1REP07,Repair
A1SPT08_SP1_RT2,ARRAY,,BA1SPT01,A1SPT08_SP1,Sputter Robot
A1SPT08_SP1_PT1,ARRAY,,BA1SPT01,A1SPT08_SP1,Port 1#
A1SPT08_SP1_PT2,ARRAY,,BA1SPT01,A1SPT08_SP1,Port 2#
A1SPT08_SP1_PT3,ARRAY,,BA1SPT01,A1SPT08_SP1,Port 3#
A1SPT09_SP1_CS4,ARRAY,,BA1INS03,A1SPT09_SP1,Chamber 1#
A1SPT09_SP1_CS3,ARRAY,,BA1INS03,A1SPT09_SP1,Chamber 2#
A1SPT09_SP1_RT2,ARRAY,,BA1INS03,A1SPT09_SP1,Sputter Robot
A1SPT09_SP1_PT1,ARRAY,,BA1INS03,A1SPT09_SP1,Port 1#
A1SPT09_SP1_PT2,ARRAY,,BA1INS03,A1SPT09_SP1,Port 2#
A1SPT09_SP1_PT3,ARRAY,,BA1INS03,A1SPT09_SP1,Port 3#
A1SPT03_SP1_CS3,ARRAY,,BA1SPT02,A1SPT03_SP1,Chamber 2#
A1SPT03_SP1_CS4,ARRAY,,BA1SPT02,A1SPT03_SP1,Chamber 1#
A1SPT03_SP1_RT2,ARRAY,,BA1SPT02,A1SPT03_SP1,Sputter Robot
A1SPT03_SP1_PT1,ARRAY,,BA1SPT02,A1SPT03_SP1,Port 1#
A1SPT03_SP1_PT2,ARRAY,,BA1SPT02,A1SPT03_SP1,Port 2#
A1SPT03_SP1_PT3,ARRAY,,BA1SPT02,A1SPT03_SP1,Port 3#
F1CSL01_LD1_PT1,CF,,BF1CSL01,F1CSL01_LD1,Port 1#
F1CSL01_LD1_PT2,CF,,BF1CSL01,F1CSL01_LD1,Port 2#
F1CSL01_LD1_PT3,CF,,BF1CSL01,F1CSL01_LD1,Port 3#
F1CSL01_LD1_PT4,CF,,BF1CSL01,F1CSL01_LD1,Port 4#
F1CSL01_LD1_PT5,CF,,BF1CSL01,F1CSL01_LD1,Port 5#
C1AGV02_V03,CELL,,BC1STK01,C1AGV02,小车
C1AGV02_V01,CELL,,BC1STK01,C1AGV02,小车
C1AGV02_V02,CELL,,BC1STK01,C1AGV02,小车
C1AGV02_V04,CELL,,BC1STK01,C1AGV02,小车
A1MSK02,ARRAY,,BA1PHT03,,Mask Stocker
F1RGB01_LD1_PT3,CF,,BF1RGB01,F1RGB01_LD1,Port 3#
F1RGB01_LD1_PT1,CF,,BF1RGB01,F1RGB01_LD1,Port 1#
F1RGB01_LD1_PT2,CF,,BF1RGB01,F1RGB01_LD1,Port 2#
F1RGB01_LD1_PT4,CF,,BF1RGB01,F1RGB01_LD1,Port 4#
F1RGB01_LD1_PT5,CF,,BF1RGB01,F1RGB01_LD1,Port 5#
F1RGB01_LD1_PT6,CF,,BF1RGB01,F1RGB01_LD1,Port 6#
A1PHT08_CT1_OV3,ARRAY,,BA1PHT03,A1PHT08_CT1,TS COL(3-4)
C1ODF03_UD1_PT3,CELL,,BC1ODF01,C1ODF03_UD1,Port 3
A1DRE09_DE2_RT1,ARRAY,,BA1DRE02,A1DRE09_DE2,机械手
C1AGV02_V05,CELL,,BC1STK01,C1AGV02,小车
C1AGV02_V06,CELL,,BC1STK01,C1AGV02,小车
A1CVD07_LD1,ARRAY,,BA1CVD01,A1CVD07,Indexer
A1CVD07_LD1_RT1,ARRAY,,BA1CVD01,A1CVD07_LD1,Indexer
A1CVD03_CV1_PT1,ARRAY,,BA1CVD01,A1CVD03_CV1,Port 1#
A1CVD03_CV1_PT2,ARRAY,,BA1CVD01,A1CVD03_CV1,Port 2#
A1CVD03_CV1_PT3,ARRAY,,BA1CVD01,A1CVD03_CV1,Port 3#
A1CVD03_CV1_LL2,ARRAY,,BA1CVD01,A1CVD03_CV1,UnLoad Lock
A1CVD03_CV1_RT2,ARRAY,,BA1CVD01,A1CVD03_CV1,Chamber Robot
A1REP02_RP2,ARRAY,,BA1INS04,A1REP02,Repair 2
A1REP02_RP1_RP1,ARRAY,,BA1INS04,A1REP02_RP1,Repair 1
A1REP02_LD1_PT1,ARRAY,,BA1INS04,A1REP02_LD1,PORT 1#
A1REP02_LD1_PT2,ARRAY,,BA1INS04,A1REP02_LD1,PORT 2#
A1REP02_LD1_PT3,ARRAY,,BA1INS04,A1REP02_LD1,PORT 3#
A1REP02_LD1_PT4,ARRAY,,BA1INS04,A1REP02_LD1,PORT 4#
A1REP02_LD1_LD1,ARRAY,,BA1INS04,A1REP02_LD1,Index
A1PCL04_CL1_PT2,ARRAY,,BA1SPT02,A1PCL04_CL1,Port 2#
C1ODF01_TM3_TM1,CELL,,BC1ODF01,C1ODF01_TM3,CF Transfer 
C1ODF01_AC2_AC1,CELL,,BC1ODF01,C1ODF01_AC2,Align Check
C1ODF02_UV1,CELL,Y,BC1ODF01,C1ODF02,UV1
C1ODF02_UV2,CELL,Y,BC1ODF01,C1ODF02,UV2
C1ODF02_TM2,CELL,Y,BC1ODF01,C1ODF02,Transfer
C1ODF02_TM3,CELL,Y,BC1ODF01,C1ODF02,Transfer
C1ODF02_TM1_TM1,CELL,,BC1ODF01,C1ODF02_TM1,Transfer
C1ODF02_TM3_TM1,CELL,,BC1ODF01,C1ODF02_TM3,Transfer
C1ODF02_TM5,CELL,Y,BC1ODF01,C1ODF02,Transfer
C1ODF02_TM2_TM1,CELL,,BC1ODF01,C1ODF02_TM2,Transfer
C1ODF02_TM4,CELL,Y,BC1ODF01,C1ODF02,Transfer
C1ODF02_TM4_TM1,CELL,,BC1ODF01,C1ODF02_TM4,Transfer
C1ODF02_TM5_TM1,CELL,,BC1ODF01,C1ODF02_TM5,Transfer
C1ODF02_AC2,CELL,,BC1ODF01,C1ODF02,Align Checker
C1ODF02_AC2_AC1,CELL,,BC1ODF01,C1ODF02_AC2,Align Check
C1ODF02_VA2,CELL,,BC1ODF01,C1ODF02,VAS Machine
C1ODF02_VA2_VA1,CELL,,BC1ODF01,C1ODF02_VA2,VAS 2#
C1ODF02_CK3,CELL,,BC1ODF01,C1ODF02,View Check
C1ODF02_CK3_CK1,CELL,,BC1ODF01,C1ODF02_CK3,View Check
A1AOI04,ARRAY,GA1INS01,BA1CVD01,,AOI 光学检测设备4#
A1AOI04_AI1,ARRAY,,BA1CVD01,A1AOI04,AOI检测设备
A1AOI04_LD1,ARRAY,,BA1CVD01,A1AOI04,Index
F1EXP02_LD1_PT1,CF,,BF1RGB01,F1EXP02_LD1,Port 1#
F1EXP02_LD1_PT2,CF,,BF1RGB01,F1EXP02_LD1,Port 2#
F1EXP02_LD1_LD1,CF,,BF1RGB01,F1EXP02_LD1,Index
A1STP04_SR1_CY2,ARRAY,,BA1ETS03,A1STP04_SR1,UPPER. CV 2#
A1STP04_SR1_SR2,ARRAY,,BA1ETS03,A1STP04_SR1,H/S1
A1STP04_SR1_SR3,ARRAY,,BA1ETS03,A1STP04_SR1,H/S2
A1STP04_SR1_SR4,ARRAY,,BA1ETS03,A1STP04_SR1,S/S2
A1STP04_SR1_DR2,ARRAY,,BA1ETS03,A1STP04_SR1,UTRN 2#(Rinse)
F1REP02_LD1_PT1,CF,,BF1INS01,F1REP02_LD1,Port
F1REP02_LD1_LD1,CF,,BF1INS01,F1REP02_LD1,Index
A1STP04_SR1_CY3,ARRAY,,BA1ETS03,A1STP04_SR1,UPPER. CV 3#
A1STP04_SR1_CY4,ARRAY,,BA1ETS03,A1STP04_SR1,UPPER. CV 4#
A1STP04_SR1_CY5,ARRAY,,BA1ETS03,A1STP04_SR1,UPPER. CV 5#
A1STP04_SR1_CY6,ARRAY,,BA1ETS03,A1STP04_SR1,UPPER. CV 6#
F1REP02_RP1_RP1,CF,,BF1INS01,F1REP02_RP1,Repair
RVRD Server,ARRAY,GA1CIM01,BA1CIM01,,
DEV/TST DB,ARRAY,GA1CIM01,BA1CIM01,,
Backup,ARRAY,GA1CIM01,BA1CIM01,,
RVRD Server-HPDP,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-HPUX,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Linux,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Middle,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Oracle,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Storage,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Switch,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
RVRD Server-Windows,ARRAY,GA1CIM01,BA1CIM01,RVRD Server,
A1STP05,ARRAY,GA1STP01,BA1ETS03,,脱膜设备5#
A1STP05_LD1,ARRAY,,BA1ETS03,A1STP05,Index
A1STP05_SR1_DR1,ARRAY,,BA1ETS03,A1STP05_SR1,DI RINSE
A1STP05_SR1,ARRAY,,BA1ETS03,A1STP05,WET STRIP
A1STP06_SR1,ARRAY,,BA1ETS03,A1STP06,WET STRIP
A1STP06_LD1,ARRAY,,BA1ETS03,A1STP06,Index
A1STP06_SR1_DR1,ARRAY,,BA1ETS03,A1STP06_SR1,DI RINSE
A1STP05_SR1_CV1,ARRAY,,BA1ETS03,A1STP05_SR1,IN CV
A1STP05_SR1_SR1,ARRAY,,BA1ETS03,A1STP05_SR1,STRIP
A1STP05_SR1_CV2,ARRAY,,BA1ETS03,A1STP05_SR1,OUT CV
A1STP05_SR1_AK1,ARRAY,,BA1ETS03,A1STP05_SR1,AIR KNIFE
A1STP06_SR1_CV1,ARRAY,,BA1ETS03,A1STP06_SR1,IN CV
A1STP06_SR1_CV2,ARRAY,,BA1ETS03,A1STP06_SR1,OUT CV
A1STP06_SR1_SR1,ARRAY,,BA1ETS03,A1STP06_SR1,STRIP
A1STP06_SR1_AK1,ARRAY,,BA1ETS03,A1STP06_SR1,AIR KNIFE
A1DRE02_DE2,ARRAY,,BA1DRE01,A1DRE02,Chamber 2#
A1DRE02_DE2_CH1,ARRAY,,BA1DRE01,A1DRE02_DE2,Chamber
A1SPT08_SP1_CS4,ARRAY,,BA1SPT01,A1SPT08_SP1,Chamber 1#
A1DRE02_DE2_RT1,ARRAY,,BA1DRE01,A1DRE02_DE2,Chamber Robot
A1PHT08_CT1_OV5,ARRAY,,BA1PHT03,A1PHT08_CT1,AHP(3-6)
A1PHT08_CT1_OV6,ARRAY,,BA1PHT03,A1PHT08_CT1,TS COL(3-7)
A1PHT08_CT1_BF1,ARRAY,,BA1PHT03,A1PHT08_CT1,PSTAGE(3-8)
A1PHT08_CT1_BF2,ARRAY,,BA1PHT03,A1PHT08_CT1,PSTAGE(3-9)
A1PHT08_CT1_BF3,ARRAY,,BA1PHT03,A1PHT08_CT1,PSTAGE(3-10)
A1PHT08_CT1_BF4,ARRAY,,BA1PHT03,A1PHT08_CT1,PSTAGE(3-11)
A1SPT08_SP1_CS3,ARRAY,,BA1SPT01,A1SPT08_SP1,Chamber 2#
A1PHT08_BF1,ARRAY,,BA1PHT03,A1PHT08,Buffer
A1PHT08_BF1_LA1,ARRAY,,BA1PHT03,A1PHT08_BF1,Glass out(Turn)
F1RGB01_LD2_LD1,CF,,BF1RGB01,F1RGB01_LD2,Index
F1RGB01_LD6_LD1,CF,,BF1RGB01,F1RGB01_LD6,Index
F1RGB01_GR2,CF,,BF1RGB01,F1RGB01,BMRGB线 GREEN
F1RGB01_GR2_AI1,CF,,BF1RGB01,F1RGB01_GR2,GREEN_AOI检测
F1RGB01_GR2_DV1,CF,,BF1RGB01,F1RGB01_GR2,GREEN_Develop
F1RGB01_GR2_OV1,CF,,BF1RGB01,F1RGB01_GR2,GREEN_Oven
A1PHT09_DV1_BF3,ARRAY,,BA1PHT03,A1PHT09_DV1,PSTAGE(5-10)
A1PHT09_DV1_BF4,ARRAY,,BA1PHT03,A1PHT09_DV1,PSTAGE(5-11)
A1PHT09_DV1_BF5,ARRAY,,BA1PHT03,A1PHT09_DV1,PSTAGE(5-12)
A1PHT09_DV1_BF6,ARRAY,,BA1PHT03,A1PHT09_DV1,PSTAGE(5-13)
